;Perm State University, Perm, Russia, 614990;;;;
85549;482;361;0.00210208;59.90230179;54.28939819
85550;482;361;0.00210207;59.90259933;54.2947998
85551;482;361;0.00700689;59.90309906;54.29589844
85552;482;361;0.00210207;59.90280151;54.42779922
85553;482;361;0.00350345;59.90299988;54.40129852
85554;482;361;0.016816201;59.90430069;54.28639984
85555;482;361;0.0119116;59.90380096;54.27109909
85556;482;361;0.0112108;59.90430069;54.34930038
85557;482;361;0.0182175;59.90449905;54.46229935
85558;482;361;0.00210202;59.90480042;54.27890015
85559;482;361;0.00350335;59.90499878;54.26449966
85560;482;361;0.021720501;59.90589905;54.375
85561;482;361;0.00280268;59.9048996;54.35129929
85562;482;361;0.200815007;59.90950012;54.27880096
85563;482;361;0.00210199;59.9054985;54.29940033
85564;482;361;0.00350332;59.90570068;54.26290131
85565;482;361;0.00280265;59.90589905;54.30580139
85566;482;361;0.056051299;59.90800095;54.3993988
85567;482;361;0.00210198;59.90620041;54.26549911
85568;482;361;0.014013;59.9070015;54.28390121
85569;482;361;0.00560522;59.90679932;54.25930023
85570;482;361;0.00280261;59.90679932;54.29710007
85571;482;361;0.00840777;59.90729904;54.38539886
85572;482;361;0.00630581;59.90739822;54.30630112
85573;482;361;0.00280259;59.90739822;54.39350128
85574;482;361;0.00210194;59.90750122;54.26990128
85575;482;361;0.00280257;59.90779877;54.29570007
85576;482;361;0.00490448;59.90800095;54.25220108
85577;482;361;0.00490448;59.90810013;54.38150024
85578;482;361;0.00630574;59.90850067;54.3946991
85579;482;361;0.00280256;59.90829849;54.26079941
85580;482;361;0.00560507;59.90869904;54.38980103
85581;482;361;0.032228898;59.90940094;54.39210129
85582;482;361;0.0021019;59.90859985;54.38499832
85583;482;361;0.00210191;59.90850067;54.29539871
85584;482;361;0.00560506;59.90879822;54.35620117
85585;482;361;0.00350317;59.90879822;54.25260162
85586;482;361;0.00770693;59.90919876;54.29710007
85587;482;361;0.00280254;59.90890121;54.38199997
85588;482;361;0.00280253;59.90890121;54.28120041
85589;482;361;0.01121;59.90950012;54.30149841
85590;482;361;0.0063056;59.90990067;54.25180054
85591;482;361;0.161201999;59.91469955;54.28900146
85592;482;361;0.00490436;59.90999985;54.36600113
85593;482;361;0.0581505;59.91130066;54.38349915
85594;482;361;0.00630559;59.91009903;54.38840103
85595;482;361;0.00490433;59.91019821;54.39429855
85596;482;361;0.00210187;59.90999985;54.33570099
85597;482;361;0.0042037;59.91049957;54.23509979
85598;482;361;0.00420369;59.91049957;54.27410126
85599;482;361;0.00210185;59.91049957;54.39279938
85600;482;361;0.020317599;59.91139984;54.23699951
85601;482;361;0.00350307;59.91059875;54.29650116
85602;482;361;0.0147128;59.9109993;54.27149963
85603;482;361;0.00420367;59.9109993;54.39479828
85604;482;361;0.00560488;59.91109848;54.30250168
85605;482;361;0.00350303;59.91159821;54.29710007
85606;482;361;0.00490423;59.91180038;54.27349854
85607;482;361;0.063753299;59.91379929;54.26739883
85608;482;361;0.00210181;59.91199875;54.1651001
85609;482;361;0.00350299;59.91230011;54.27199936
85610;482;361;0.00350299;59.91230011;54.32229996
85611;482;361;0.0028024;59.91220093;54.16130066
85612;482;361;0.00210179;59.91249847;54.38050079
85613;482;361;0.00700594;59.91289902;54.37900162
85614;482;361;0.0140118;59.91329956;54.39369965
85615;482;361;0.01191;59.91379929;54.38990021
85616;482;361;0.00280235;59.91350174;54.30459976
85617;482;361;0.00210176;59.91350174;54.37770081
85618;482;361;0.0119099;59.91439819;54.38159943
85619;482;361;0.0154128;59.91419983;54.40439987
85620;482;361;0.146417007;59.91659927;54.29610062
85621;482;361;0.0231189;59.91500092;54.37509918
85622;482;361;0.00700577;59.91450119;54.16220093
85623;482;361;0.00700577;59.91460037;54.18330002
85624;482;361;0.00350289;59.91439819;54.24340057
85625;482;361;0.00420343;59.9151001;54.3995018
85626;482;361;0.168828994;59.91880035;54.26160049
85627;482;361;0.00280229;59.9151001;54.34609985
85628;482;361;0.00560452;59.91590118;54.27999878
85629;482;361;0.114887998;59.91880035;54.39049911
85630;482;361;0.077059701;59.91809845;54.36510086
85631;482;361;0.018214401;59.91690063;54.22090149
85632;482;361;0.0105083;59.91699982;54.3567009
85633;482;361;0.00350278;59.91699982;54.32170105
85634;482;361;0.00210166;59.91690063;54.25759888
85635;482;361;0.0119093;59.91740036;54.37379837
85636;482;361;0.00210165;59.91719818;54.29029846
85637;482;361;0.00210166;59.91730118;54.23120117
85638;482;361;0.00980758;59.91809845;54.40510178
85639;482;361;0.00210164;59.91809845;54.18389893
85640;482;361;0.00280216;59.91849899;54.3769989
85641;482;361;0.00490374;59.91899872;54.3844986
85642;482;361;0.00560425;59.91910172;54.32279968
85643;482;361;0.00420319;59.9192009;54.28850174
85644;482;361;0.0070053;59.91939926;54.36809921
85645;482;361;0.00770584;59.91939926;54.39390182
85646;482;361;0.00210159;59.91930008;54.18360138
85647;482;361;0.0217163;59.91989899;54.35469818
85648;482;361;0.00560419;59.92010117;54.37689972
85649;482;361;0.019614501;59.92079926;54.17679977
85650;482;361;0.00910673;59.92070007;54.25009918
85651;482;361;0.00210155;59.92050171;54.35599899
85652;482;361;0.00630462;59.9211998;54.26689911
85653;482;361;0.0112082;59.92139816;54.42050171
85654;482;361;0.0119086;59.92169952;54.25849915
85655;482;361;0.030121399;59.92279816;54.42589951
85656;482;361;0.0238171;59.92210007;54.26440048
85657;482;361;0.00210154;59.92150116;54.39519882
85658;482;361;0.00560408;59.92179871;54.18759918
85659;482;361;0.00210152;59.9219017;54.36449814
85660;482;361;0.041328698;59.9239006;54.17969894
85661;482;361;0.00910651;59.92240143;54.38069916
85662;482;361;0.0035025;59.92250061;54.28530121
85663;482;361;0.0182129;59.92300034;54.43170166
85664;482;361;0.0126089;59.92340088;54.37390137
85665;482;361;0.00280199;59.92290115;54.36470032
85666;482;361;0.00280198;59.92300034;54.37070084
85667;482;361;0.00280195;59.92369843;54.25759888
85668;482;361;0.00210145;59.92380142;54.26179886
85669;482;361;0.00210145;59.92419815;54.36270142
85670;482;361;0.00350239;59.92470169;54.26050186
85671;482;361;0.0126084;59.92580032;54.40129852
85672;482;361;0.018212199;59.92559814;54.25799942
85673;482;361;0.00560377;59.92559814;54.20569992
85674;482;361;0.025916999;59.92660141;54.26710129
85675;482;361;0.042727798;59.92699814;54.37210083
85676;482;361;0.018211801;59.92710114;54.25849915
85677;482;361;0.00560364;59.92720032;54.20539856
85678;482;361;0.052532598;59.9292984;54.2641983
85679;482;361;0.017511001;59.92850113;54.24610138
85680;482;361;0.00210133;59.92829895;54.34019852
85681;482;361;0.00630394;59.92900085;54.20589828
85682;482;361;0.0021013;59.92900085;54.31480026
85683;482;361;0.00280174;59.92900085;54.36650085
85684;482;361;0.00350217;59.92919922;54.43510056
85685;482;361;0.00630387;59.92979813;54.28239822
85686;482;361;0.00420255;59.93019867;54.20709991
85687;482;361;0.00210127;59.93069839;54.18740082
85688;482;361;0.0154091;59.93119812;54.27130127
85689;482;361;0.0112066;59.93130112;54.25619888
85690;482;361;0.0147087;59.93130112;54.19419861
85691;482;361;0.00910531;59.93199921;54.28540039
85692;482;361;0.00210122;59.93180084;54.42459869
85693;482;361;0.00420245;59.93209839;54.26620102
85694;482;361;0.00280163;59.93220139;54.24769974
85695;482;361;0.00280162;59.93220139;54.37139893
85696;482;361;0.00630361;59.93280029;54.24119949
85697;482;361;0.0098056;59.93289948;54.26890182
85698;482;361;0.00280161;59.93259811;54.18999863
85699;482;361;0.00280159;59.93310165;54.28440094
85700;482;361;0.00210119;59.93320084;54.26369858
85701;482;361;0.0140076;59.93470001;54.27880096
85702;482;361;0.00490271;59.9341011;54.24670029
85703;482;361;0.00840461;59.93450165;54.23830032
85704;482;361;0.00210116;59.93420029;54.26520157
85705;482;361;0.0175095;59.93500137;54.24900055
85706;482;361;0.00630341;59.93500137;54.24079895
85707;482;361;0.00840438;59.93650055;54.24810028
85708;482;361;0.00210111;59.93619919;54.27019882
85709;482;361;0.044822801;59.93719864;54.25540161
85710;482;361;0.0112058;59.93659973;54.42910004
85711;482;361;0.00420219;59.93650055;54.37979889
85712;482;361;0.00420219;59.93650055;54.27249908
85713;482;361;0.0196099;59.93740082;54.2806015
85714;482;361;0.021710999;59.93759918;54.27080154
85715;482;361;0.0175089;59.9375;54.2417984
85716;482;361;0.00210107;59.93740082;54.26599884
85717;482;361;0.00210107;59.93740082;54.24499893
85718;482;361;0.00630317;59.93769836;54.24909973
85719;482;361;0.00770381;59.93830109;54.38079834
85720;482;361;0.00560278;59.9382019;54.24440002
85721;482;361;0.060929399;59.93920135;54.31980133
85722;482;361;0.205189005;59.94279861;54.27679825
85723;482;361;0.0147072;59.93889999;54.23320007
85724;482;361;0.00840405;59.93920135;54.26819992
85725;482;361;0.0154074;59.9396019;54.2818985
85726;482;361;0.0105051;59.93920135;54.24440002
85727;482;361;0.0175083;59.93989944;54.23630142
85728;482;361;0.002101;59.93939972;54.24639893
85729;482;361;0.00770363;59.93999863;54.27299881
85730;482;361;0.061628401;59.94070053;54.28590012
85731;482;361;0.00280133;59.93989944;54.24649811
85732;482;361;0.00210098;59.94029999;54.27560043
85733;482;361;0.00210098;59.94029999;54.2663002
85734;482;361;0.00980452;59.94079971;54.37969971
85735;482;361;0.00280129;59.94060135;54.43119812
85736;482;361;0.035716001;59.94169998;54.24639893
85737;482;361;0.00210097;59.94070053;54.26530075
85738;482;361;0.00490224;59.94100189;54.43370056
85739;482;361;0.00420193;59.94079971;54.2901001
85740;482;361;0.00350158;59.94120026;54.22800064
85741;482;361;0.00210095;59.94129944;54.25360107
85742;482;361;0.0217096;59.94219971;54.23939896
85743;482;361;0.00210094;59.94169998;54.25469971
85744;482;361;0.00420187;59.94210052;54.20909882
85745;482;361;0.0301129;59.94319916;54.2682991
85746;482;361;0.00490214;59.94250107;54.2881012
85747;482;361;0.00350152;59.94269943;54.26169968
85748;482;361;0.00560242;59.94290161;54.24140167
85749;482;361;0.00210091;59.94279861;54.27140045
85750;482;361;0.0021009;59.94309998;54.38349915
85751;482;361;0.00350148;59.94350052;54.27130127
85752;482;361;0.0336136;59.94490051;54.38259888
85753;482;361;0.00980403;59.94430161;54.20890045
85754;482;361;0.00560234;59.94390106;54.34109879
85755;482;361;0.00420173;59.94419861;54.23659897
85756;482;361;0.00210086;59.94449997;54.28549957
85757;482;361;0.016106499;59.94499969;54.39849854
85758;482;361;0.00280113;59.94480133;54.30680084
85759;482;361;0.00210086;59.94480133;54.28129959
85760;482;361;0.0140056;59.94530106;54.30929947
85761;482;361;0.00210085;59.94499969;54.23740005
85762;482;361;0.00210084;59.94509888;54.39569855
85763;482;361;0.025209701;59.94620132;54.23389816
85764;482;361;0.0028011;59.94540024;54.39429855
85765;482;361;0.00700274;59.9457016;54.23809814
85766;482;361;0.0119047;59.9457016;54.33739853
85767;482;361;0.00210083;59.94549942;54.34120178
85768;482;361;0.00210082;59.94599915;54.21049881
85769;482;361;0.00560214;59.94639969;54.27289963
85770;482;361;0.00350136;59.94609833;54.34080124
85771;482;361;0.00560215;59.94639969;54.24069977
85772;482;361;0.00980371;59.94660187;54.37060165
85773;482;361;0.00350132;59.94680023;54.27080154
85774;482;361;0.00350132;59.9469986;54.37990189
85775;482;361;0.00210078;59.94729996;54.27000046
85776;482;361;0.00420155;59.94749832;54.27539825
85777;482;361;0.00560205;59.94760132;54.26279831
85778;482;361;0.0357126;59.94860077;54.37929916
85779;482;361;0.00490177;59.94820023;54.27140045
85780;482;361;0.00280101;59.94829941;54.26910019
85781;482;361;0.00910322;59.94860077;54.27590179
85782;482;361;0.00210075;59.94820023;54.22489929
85783;482;361;0.00560191;59.94940186;54.39170074
85784;482;361;0.00630216;59.94950104;54.28089905
85785;482;361;0.00280096;59.94950104;54.27830124
85786;482;361;0.00490165;59.9496994;54.26739883
85787;482;361;0.00420137;59.95050049;54.32979965
85788;482;361;0.00700223;59.95100021;54.37540054
85789;482;361;0.00210066;59.95100021;54.20489883
85790;482;361;0.00280089;59.95119858;54.35789871
85791;482;361;0.00490152;59.95159912;54.26440048
85792;482;361;0.0112035;59.9518013;54.36759949
85793;482;361;0.00210064;59.9516983;54.24409866
85794;482;361;0.048314299;59.95259857;54.35900116
85795;482;361;0.00210064;59.95190048;54.37350082
85796;482;361;0.0049015;59.95230103;54.2594986
85797;482;361;0.016104801;59.95259857;54.37189865
85798;482;361;0.00350103;59.95289993;54.28730011
85799;482;361;0.00560162;59.9530983;54.21390152
85800;482;361;0.0042012;59.95330048;54.38830185
85801;482;361;0.037110001;59.95439911;54.21559906
85802;482;361;0.00560158;59.95370102;54.2276001
85803;482;361;0.00490134;59.95429993;54.39649963
85804;482;361;0.0163105;59.95460129;54.22129822
85805;482;361;0.0154042;59.95460129;54.20589828
85806;482;361;0.00560152;59.95449829;54.36819839
85807;482;361;0.051112302;59.95660019;54.22639847
85808;482;361;0.00490132;59.95449829;54.3614006
85809;482;361;0.00210056;59.95460129;54.36999893
85810;482;361;0.0245061;59.95589828;54.25149918
85811;482;361;0.00700179;59.95550156;54.19580078
85812;482;361;0.00210054;59.95550156;54.2215004
85813;482;361;0.0140034;59.95650101;54.32160187
85814;482;361;0.00210053;59.9557991;54.39699936
85815;482;361;0.016804099;59.95650101;54.28239822
85816;482;361;0.00350087;59.95619965;54.20100021
85817;482;361;0.096620202;59.95890045;54.28590012
85818;482;361;0.00700162;59.95729828;54.27690125
85819;482;361;0.0105024;59.95750046;54.42520142
85820;482;361;0.0217048;59.95800018;54.25419998
85821;482;361;0.00210049;59.9571991;54.21379852
85822;482;361;0.00560126;59.95780182;54.21459961
85823;482;361;0.00210045;59.95849991;54.42499924
85824;482;361;0.00490103;59.95890045;54.22880173
85825;482;361;0.00420089;59.95890045;54.32260132
85826;482;361;0.00210044;59.95899963;54.27740097
85827;482;361;0.049709;59.96089935;54.32839966
85828;482;361;0.00210037;59.96149826;54.22430038
85829;482;361;0.00210037;59.96149826;54.22589874
85830;482;361;0.0147024;59.96210098;54.36320114
85831;482;361;0.00210036;59.9618988;54.27799988
85832;482;361;0.00980156;59.96239853;54.36589813
85833;482;361;0.0049008;59.96229935;54.39820099
85834;482;361;0.00280046;59.96220016;54.22460175
85835;482;361;0.00420067;59.96239853;54.27550125
85836;482;361;0.0231032;59.96409988;54.27610016
85837;482;361;0.0203028;59.9640007;54.40190125
85838;482;361;0.0021003;59.96360016;54.22309875
85839;482;361;0.0154021;59.96419907;54.22729874
85840;482;361;0.00490068;59.96379852;54.38700104
85841;482;361;0.0133017;59.96500015;54.3927002
85842;482;361;0.00210025;59.9654007;54.38740158
85843;482;361;0.0028003;59.96620178;54.21770096
85844;482;361;0.00210021;59.96649933;54.3730011
85845;482;361;0.040603101;59.96849823;54.40890121
85846;482;361;0.0021002;59.96720123;54.41699982
85847;482;361;0.00210019;59.96770096;54.28609848
85848;482;361;0.00630039;59.9695015;54.40280151
85849;482;361;0.0119007;59.96969986;54.40520096
85850;482;361;0.00210013;59.96920013;54.41260147
85851;482;361;0.00210013;59.9695015;54.2879982
85852;482;361;0.00280017;59.9695015;54.39210129
85853;482;361;0.00350019;59.96979904;54.4137001
85854;482;361;0.00490021;59.97069931;54.39220047
85855;482;361;0.00490021;59.97079849;54.40599823
85856;482;361;0.00560024;59.97090149;54.33520126
85857;482;361;0.0161005;59.97180176;54.33710098
85858;482;361;0.00560019;59.9715004;54.37519836
85859;482;361;0.024500599;59.9720993;54.40420151
85860;482;361;0.00490012;59.97249985;54.40650177
85861;482;361;0.00210006;59.97200012;54.3927002
85862;482;361;0.00490008;59.97280121;54.20119858
85863;482;361;0.00420002;59.97340012;54.38230133
85864;482;361;0.00490002;59.97370148;54.40230179
85865;482;361;0.0167997;59.97510147;54.36989975
85866;482;361;0.00419995;59.97470093;54.3757019
85867;482;361;0.030799201;59.97570038;54.3470993
85868;482;361;0.041299202;59.97539902;54.40420151
85869;482;361;0.0153997;59.97529984;54.37870026
85870;482;361;0.0132996;59.97610092;54.32320023
85871;482;361;0.00209995;59.97539902;54.33110046
85872;482;361;0.00279994;59.9754982;54.37360001
85873;482;361;0.00559986;59.97579956;54.44129944
85874;482;361;0.00209995;59.97579956;54.37540054
85875;482;361;0.026345801;59.97689819;54.41559982
85876;482;361;0.016099401;59.97669983;54.37080002
85877;482;361;0.00209993;59.97629929;54.33100128
85878;482;361;0.00209993;59.97660065;54.34389877
85879;482;361;0.00279988;59.97700119;54.39559937
85880;482;361;0.0216989;59.97779846;54.40679932
85881;482;361;0.00279985;59.97779846;54.40299988
85882;482;361;0.00209989;59.97790146;54.39609909
85883;482;361;0.00209989;59.97790146;54.27460098
85884;482;361;0.00629962;59.97829819;54.35160065
85885;482;361;0.00209989;59.97800064;54.33000183
85886;482;361;0.015399;59.97869873;54.4007988
85887;482;361;0.044795901;59.98049927;54.4070015
85888;482;361;0.00209985;59.979599;54.20809937
85889;482;361;0.011199;59.98009872;54.39870071
85890;482;361;0.00979912;59.98040009;54.39239883
85891;482;361;0.00349968;59.98070145;54.41439819
85892;482;361;0.00559935;59.98189926;54.39039993
85893;482;361;0.00699915;59.98220062;54.37939835
85894;482;361;0.0181977;59.98279953;54.33570099
85895;482;361;0.00279969;59.98199844;54.31010056
85896;482;361;0.0132983;59.98279953;54.33269882
85897;482;361;0.034295201;59.98410034;54.20330048
85898;482;361;0.00209974;59.98279953;54.3769989
85899;482;361;0.00209972;59.98339844;54.20529938
85900;482;361;0.00699905;59.98360062;54.39250183
85901;482;361;0.00279961;59.98400116;54.38700104
85902;482;361;0.0027996;59.98429871;54.39189911
85903;482;361;0.0055992;59.9844017;54.39580154
85904;482;361;0.00699893;59.98490143;54.39390182
85905;482;361;0.00209967;59.98509979;54.39659882
85906;482;361;0.00209964;59.98619843;54.41839981
85907;482;361;0.00419926;59.98680115;54.31800079
85908;482;361;0.0223956;59.98789978;54.39110184
85909;482;361;0.00279949;59.98690033;54.40919876
85910;482;361;0.00769857;59.98740005;54.3669014
85911;482;361;0.015397;59.98799896;54.38779831
85912;482;361;0.0104979;59.98809814;54.35889816
85913;482;361;0.0111976;59.98929977;54.39350128
85914;482;361;0.00349928;59.98870087;54.36209869
85915;482;361;0.00279938;59.9897995;54.38800049
85916;482;361;0.0146966;59.99069977;54.39160156
85917;482;361;0.00559868;59.99079895;54.31200027
85918;482;361;0.0104975;59.99110031;54.20029831
85919;482;361;0.00209949;59.99169922;54.39170074
85920;482;361;0.0048987;59.99300003;54.42029953
85921;482;361;0.00209944;59.99290085;54.3166008
85922;482;361;0.00209942;59.99359894;54.31700134
85923;482;361;0.00699804;59.99409866;54.36169815
85924;482;361;0.00279919;59.99470139;54.19820023
85925;482;361;0.00209939;59.99489975;54.41839981
85926;482;361;0.00349898;59.99499893;54.19469833
85927;482;361;0.0104968;59.99560165;54.19449997
85928;482;361;0.00699785;59.9958992;54.31240082
85929;482;361;0.00629805;59.99629974;54.3506012
85930;482;361;0.0132958;59.9966011;54.19739914
85931;482;361;0.00699779;59.99649811;54.35290146
85932;482;361;0.035688199;59.99769974;54.41740036
85933;482;361;0.0104966;59.99750137;54.19490051
85934;482;361;0.00839719;59.9980011;54.35689926
85935;482;361;0.0111961;59.99900055;54.41059875
85936;482;361;0.0132952;60.00009918;54.35110092
85937;482;361;0.0139947;60.00090027;54.42620087
85938;482;361;0.0258894;60.0033989;54.35160065
85939;482;361;0.0230901;60.00490189;54.34759903
85940;482;361;0.00279877;60.00540161;54.354599
85941;482;361;0.00559753;60.00550079;54.34320068
85942;483;363;0.0238153;59.84009933;55.78409958
85943;483;363;0.0124931;59.84049988;55.80130005
85944;483;363;0.044895198;59.84189987;55.79769897
85945;483;363;0.00663689;59.84080124;55.80390167
85946;483;363;0.00312318;59.84170151;55.78570175
85947;483;363;0.0109304;59.84379959;55.78359985
85948;483;363;0.0261536;59.84540176;55.78950119
85949;483;363;0.00273253;59.84460068;55.7983017
85950;483;363;0.039424799;59.84609985;55.78310013
85951;483;363;0.00546502;59.84489822;55.78730011
85952;483;363;0.00429391;59.8451004;55.79240036
85953;483;363;0.00234213;59.84529877;55.79750061
85954;483;363;0.00975868;59.84579849;55.79899979
85955;483;363;0.00741654;59.84609985;55.80870056
85956;483;363;0.0121005;59.84659958;55.80390167
85957;483;363;0.00234184;59.84930038;55.7779007
85958;483;363;0.00312215;59.85269928;55.79589844
85959;483;363;0.034341902;59.85430145;55.78099823
85960;483;363;0.00312205;59.85350037;55.78359985
85961;483;363;0.006244;59.85419846;55.79230118
85962;483;363;0.0113168;59.85549927;55.7867012
85963;483;363;0.0589219;59.85749817;55.80160141
85964;483;363;0.00312175;59.85689926;55.77880096
85965;483;363;0.0183401;59.8572998;55.79100037
85966;483;363;0.00195103;59.85789871;55.79570007
85967;483;363;0.049942698;59.86050034;55.79790115
85968;483;363;0.0148272;59.85929871;55.78649902
85969;483;363;0.0300423;59.86190033;55.77560043
85970;483;363;0.00234102;59.86100006;55.8064003
85971;483;363;0.00273119;59.86130142;55.7901001
85972;483;363;0.00351128;59.86339951;55.77740097
85973;483;363;0.00585207;59.86380005;55.77569962
85974;483;363;0.070998602;59.8669014;55.77289963
85975;483;363;0.073729403;59.8669014;55.79769897
85976;483;363;0.00312099;59.86510086;55.77560043
85977;483;363;0.065147698;59.86660004;55.77930069
85978;483;363;0.00780181;59.86800003;55.78519821
85979;483;363;0.00663154;59.86790085;55.78730011
85980;483;363;0.00273067;59.86750031;55.80070114
85981;483;363;0.00507094;59.86949921;55.79550171
85982;483;363;0.00234044;59.86930084;55.7881012
85983;483;363;0.088541903;59.87110138;55.77159882
85984;483;363;0.0304248;59.87030029;55.78329849
85985;483;363;0.0058509;59.87049866;55.78630066
85986;483;363;0.032763802;59.87170029;55.79959869
85987;483;363;0.152885005;59.87459946;55.78770065
85988;483;363;0.00858083;59.87239838;55.78219986
85989;483;363;0.00585064;59.87200165;55.79320145
85990;483;363;0.00546045;59.8728981;55.77959824
85991;483;363;0.026131799;59.87340164;55.79710007
85992;483;363;0.099836797;59.87670135;55.78099823
85993;483;363;0.024180399;59.87509918;55.79219818
85994;483;363;0.00233981;59.87829971;55.77190018
85995;483;363;0.00935905;59.8791008;55.77529907
85996;483;363;0.0124786;59.87939835;55.76449966
85997;483;363;0.0358744;59.88090134;55.77999878
85998;483;363;0.0120883;59.88040161;55.76929855
85999;483;363;0.00272965;59.88010025;55.79610062
86000;483;363;0.116979003;59.88180161;55.78730011
86001;483;363;0.00857867;59.88090134;55.77659988
86002;483;363;0.033142399;59.88330078;55.80099869
86003;483;363;0.00233942;59.88389969;55.7580986
86004;483;363;0.0120866;59.8852005;55.78340149
86005;483;363;0.00740706;59.88899994;55.80020142
86006;483;363;0.00233907;59.88899994;55.74779892
86007;483;363;0.0109145;59.89260101;55.74940109
86008;483;363;0.0183204;59.89310074;55.80920029
86009;483;363;0.00974482;59.89350128;55.81510162
86010;483;363;0.00389777;59.8946991;55.75759888
86011;483;363;0.00194885;59.89509964;55.7826004
86012;483;363;0.005067;59.895401;55.75460052
86013;483;363;0.00389746;59.8973999;55.75479889
86014;483;363;0.111070998;59.8995018;55.81230164
86015;483;363;0.0113024;59.89799881;55.80519867
86016;483;363;0.00639526;59.89849854;55.7397995
86017;483;363;0.00194867;59.89860153;55.74169922
86018;483;363;0.0222141;59.89960098;55.75640106
86019;483;363;0.0151987;59.90060043;55.75239944
86020;483;363;0.267307013;59.90480042;55.7582016
86021;483;363;0.00194847;59.90169907;55.73960114
86022;483;363;0.0319531;59.90380096;55.78829956
86023;483;363;0.00311746;59.9029007;55.75479889
86024;483;363;0.0077934;59.90409851;55.8105011
86025;483;363;0.044808101;59.9068985;55.78070068
86026;483;363;0.0101309;59.9056015;55.79320145
86027;483;363;0.00935158;59.90570068;55.81299973
86028;483;363;0.031950399;59.90670013;55.7745018
86029;483;363;0.054931499;59.91130066;55.78770065
86030;483;363;0.00935058;59.90940094;55.79159927
86031;483;363;0.00272725;59.90940094;55.75989914
86032;483;363;0.0876536;59.91239929;55.77719879
86033;483;363;0.0081815;59.91040039;55.75529861
86034;483;363;0.116874002;59.9117012;55.75139999
86035;483;363;0.00311677;59.91040039;55.78340149
86036;483;363;0.00233355;59.91120148;55.82730103
86037;483;363;0.0331132;59.91279984;55.7820015
86038;483;363;0.00194789;59.91199875;55.79729843
86039;483;363;0.00311652;59.9131012;55.74160004
86040;483;363;0.00662253;59.91339874;55.74459839
86041;483;363;0.0151925;59.91410065;55.75529861
86042;483;363;0.0138058;59.91439819;55.82740021
86043;483;363;0.0148026;59.91479874;55.78789902
86044;483;363;0.00194774;59.91439819;55.78239822
86045;483;363;0.00272684;59.91460037;55.7405014
86046;483;363;0.038174;59.91590118;55.7417984
86047;483;363;0.0218137;59.91600037;55.77809906
86048;483;363;0.00389529;59.91600037;55.82389832
86049;483;363;0.00428479;59.91630173;55.74520111
86050;483;363;0.00428474;59.91669846;55.75139999
86051;483;363;0.0151913;59.91690063;55.79159927
86052;483;363;0.00428478;59.91640091;55.82080078
86053;483;363;0.00233715;59.91650009;55.78030014
86054;483;363;0.013633;59.91740036;55.79399872
86055;483;363;0.0229799;59.91949844;55.78350067
86056;483;363;0.0019475;59.91870117;55.75379944
86057;483;363;0.0171372;59.92010117;55.81800079
86058;483;363;0.00740019;59.91999817;55.78590012
86059;483;363;0.0116843;59.92050171;55.77529907
86060;483;363;0.00584199;59.92150116;55.75149918
86061;483;363;0.00272629;59.92110062;55.82239914
86062;483;363;0.00856825;59.92150116;55.8125
86063;483;363;0.0155786;59.92160034;55.80139923
86064;483;363;0.0128521;59.92210007;55.76089859
86065;483;363;0.00817862;59.92219925;55.77629852
86066;483;363;0.068540603;59.92409897;55.81119919
86067;483;363;0.00203844;59.92250061;55.82979965
86068;483;363;0.00318563;59.92350006;55.82960129
86069;483;363;0.107088;59.92610168;55.77310181
86070;483;363;0.0342701;59.92440033;55.7942009
86071;483;363;0.061139598;59.92509842;55.80239868
86072;483;363;0.00467309;59.92509842;55.75999832
86073;483;363;0.00700944;59.92599869;55.76860046
86074;483;363;0.00389417;59.92570114;55.74140167
86075;483;363;0.00700942;59.92610168;55.75939941
86076;483;363;0.00661996;59.92630005;55.75619888
86077;483;363;0.00467288;59.92649841;55.82040024
86078;483;363;0.023363501;59.92779922;55.81420135
86079;483;363;0.0167435;59.92850113;55.81829834
86080;483;363;0.036990199;59.92969894;55.78860092
86081;483;363;0.036990002;59.92979813;55.76710129
86082;483;363;0.0155747;59.92990112;55.79240036
86083;483;363;0.00545124;59.9292984;55.76079941
86084;483;363;0.0268654;59.93109894;55.80630112
86085;483;363;0.110572003;59.93230057;55.80099869
86086;483;363;0.0241396;59.93149948;55.77280045
86087;483;363;0.00233615;59.93069839;55.75080109
86088;483;363;0.00661904;59.93090057;55.74549866
86089;483;363;0.00194675;59.93130112;55.75870132
86090;483;363;0.00428279;59.93190002;55.74950027
86091;483;363;0.0171308;59.93259811;55.76539993
86092;483;363;0.00233605;59.93220139;55.76979828
86093;483;363;0.00934404;59.93270111;55.76300049
86094;483;363;0.00311467;59.93280029;55.80329895
86095;483;363;0.00739733;59.93289948;55.80599976
86096;483;363;0.0050612;59.93379974;55.82120132
86097;483;363;0.00467186;59.93389893;55.80540085
86098;483;363;0.0105115;59.93429947;55.75770187
86099;483;363;0.00194653;59.93519974;55.7478981
86100;483;363;0.00506091;59.93560028;55.74570084
86101;483;363;0.00350367;59.93600082;55.81629944
86102;483;363;0.00194643;59.93690109;55.73509979
86103;483;363;0.00700651;59.93999863;55.80319977
86104;483;363;0.027246499;59.94129944;55.80739975
86105;483;363;0.00194619;59.94120026;55.78319931
86106;483;363;0.00233518;59.94449997;55.77930069
86107;483;363;0.00583786;59.94509888;55.78480148
